audio_path,text,native_emotion_label,split,valence_label,source_hf_repo
Ses03M_impro02_M005.wav,For--,sad,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_3_M039.wav,And if you can't see that then it's just loot and there's blood all over it.,sad,train,negative,AbstractTTS/IEMOCAP
Ses01M_script03_1_F017.wav,"Mmhmm If I must laugh at everything, I must laugh at us too.",happy,train,positive,AbstractTTS/IEMOCAP
Ses01M_script01_3_F018.wav,"Chris, what's the matter?",sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_F078.wav,That's what you're saying. I'm right. [LAUGHTER],excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_script02_2_M025.wav,What.  Welcome to the human race.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_2_M004.wav,You must admit that he was in love with you. wasn't he?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_2_F048.wav,At least we won't need glasses.,happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro05b_M032.wav,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",angry,train,negative,AbstractTTS/IEMOCAP
Ses01F_script01_1_M042.wav,Well I am thinking like that.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_script01_1_M021.wav,Okay.  So then it's alright.  I'll go ahead with it.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_script03_1_F003.wav,Now and always my sweet.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_script01_1_F043.wav,"I don't understand you, do I?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro03_M019.wav,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro08a_F035.wav,"What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_script01_3_F009.wav,"I, umm. I guess, I guess that's kind of why I came.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_script01_3_M009.wav,I have no imagination.  That's all I know to tell you.,excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script02_1_M041.wav,Well so what do you think?,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_script01_1_F023.wav,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro04_M002.wav,It's not fair.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_script01_3_M020.wav,Let's drive someplace.  I want to be alone with you.,sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_1_F031.wav,"I don't want a diagram.  He thinks he's coming back, Chris.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script03_2_F006.wav,"Well, I- he got a lot of pleasure out of it and it didn't hurt me.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_impro02_M026.wav,Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,sad,train,negative,AbstractTTS/IEMOCAP
Ses01F_script03_2_F032.wav,They are away in Tunis.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro07_F021.wav,It's going to be ridiculous.  It's going to be so cool.,excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script02_2_M020.wav,"It was in the car right.  Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that.  Right?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script02_1_M005.wav,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script03_2_F034.wav,"Turn it on again, please.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_1_M024.wav,"I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best.",excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro03_M016.wav,How much did he win at the slot?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05M_script01_1b_F020.wav,"Now, you can go on with this if you know where to go, but I don't know where to go.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script03_2_F012.wav,I just think it's silly you know to go on and on and on about such a thing.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro08_F005.wav,"Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_3_M023.wav,I don't know.,sad,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro07_F014.wav,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script01_1_F012.wav,"Can you prove it, how can you prove it?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro02_F013.wav,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro03_F027.wav,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",happy,train,positive,AbstractTTS/IEMOCAP
Ses05M_script03_1_F014.wav,"Oh, how long will it last, this ludicrous, overbearing love of ours?",excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_script03_1_F014.wav,"How long will it last, this ludicrous and overbearing love of ours?",excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script03_2_M005.wav,You let him kiss you.  You said you did.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_1_F002.wav,When?,sad,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro03_M014.wav,You've got to love that.,excited,train,positive,AbstractTTS/IEMOCAP
Ses02F_impro07_M019.wav,"I mean because you went to the campus before, right?",happy,train,positive,AbstractTTS/IEMOCAP
Ses04M_script02_1_F021.wav,About what?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script01_3_M013.wav,Why didn't you?,excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_script02_2_M029.wav,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,angry,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro04_F025.wav,"Well, what kind of field are you looking to go into?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03F_script01_3_F004.wav,I can't stay.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script02_2_F036.wav,Well than we don't need glasses.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro03_M004.wav,Did you propose to you?,excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script01_2_M009.wav,How do you know why she waited?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_3_M027.wav,Pretty much all.,sad,train,negative,AbstractTTS/IEMOCAP
Ses04M_script03_1_M024.wav,The one when you bought that little painted wooded snake and put it on my bed?,excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script01_1_F037.wav,"I mean, you haven't seen her since the war. I mean, it's been five years.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro07_F026.wav,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_script01_1_M031.wav,"Alright, then, mom.  Did we skip something?  No.  Alright, then, mom.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_impro05a_M006.wav,You don't know where we're at?,angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro06_M024.wav,Absolutely.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_impro01_F013.wav,"Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script03_2_F024.wav,Mind your own business.,angry,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_3_M018.wav,"Give me a kiss, Ann.  Give me a-God I kissed you.",happy,train,positive,AbstractTTS/IEMOCAP
Ses05F_script01_3_F019.wav,"What is it?  Even in your letters, there is something ashamed.",happy,train,positive,AbstractTTS/IEMOCAP
Ses01M_script01_3_F016.wav,I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,happy,train,positive,AbstractTTS/IEMOCAP
Ses01F_script02_1_F001.wav,[BREATHING],frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro02_M025.wav,You want me tell you that I'm okay with it?,sad,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro07_F033.wav,"No, I don't. I'm not like that.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_script03_1_F016.wav,"Oh, dear.  Should we like that.",excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_script03_1_M014.wav,"Oh darling, you mustn't be serious.  It's just what they want.",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script01_2_F001.wav,She's been in New York three and half years why all of a sudden-,angry,train,negative,AbstractTTS/IEMOCAP
Ses02F_script03_2_M029.wav,"Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script03_2_M017.wav,"Going somewhere, dear?",angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_script01_1_M039.wav,I am thinking that way.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_script01_1_M009.wav,You know that Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro05_F013.wav,"Sir, why are you laughing at me? This isn't funny.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro08_M009.wav,What?  Are you kidding me?,angry,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro03_M021.wav,"Oh yes, they - they you know they love her and so I mean...",happy,train,positive,AbstractTTS/IEMOCAP
Ses04F_impro04_F010.wav,Okay that's helpful.  Thanks.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro08_M022.wav,Right.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro08_M031.wav,"You too, thank you so much, have a wonderful day.",happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_script02_1_F001.wav,What flashlight?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_script02_2_M012.wav,"No, of course not.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script03_2_M010.wav,"I'll have some myself, I think.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro08_M019.wav,"Yes, yes, exactly.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script02_1_M036.wav,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",happy,train,positive,AbstractTTS/IEMOCAP
Ses02F_script02_1_M011.wav,How could we forget to bring it?  I hope the moon stays out.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script03_2_M002.wav,"I remember it well, covered in diamonds in the worst possible taste.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro03_F025.wav,She said sure?,happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_script01_3_F034.wav,What am I going to do with a fortune?,happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_script03_1_M015.wav,Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_impro05_F008.wav,Not to mention I have my work in there.,angry,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro04_F017.wav,"Like this, right now we're trying have a conversation.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro05_F019.wav,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",angry,train,negative,AbstractTTS/IEMOCAP
Ses01M_script02_2_F012.wav,"Oh. Grow up Augie, the fish are not going to come.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro04_F019.wav,Something-- How are you going...?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro03_F018.wav,yes.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro04_M026.wav,"To save the environment, carpool.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_impro07_M005.wav,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know",excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script03_1_M009.wav,What shall we do if they suddenly walk in on us?,excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script01_2_F014.wav,I can't help it.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_impro07_M031.wav,Do they even have any golf matches? I don't even know.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_script01_1_F024.wav,"Well you're a considerate fellow, there's nothing wrong with that.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script02_2_F008.wav,"For God- Grow up, Augie.  The fish are not going to arrive.",angry,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_1_F003.wav,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_1_F008.wav,What's so horrible is that one can't stay happy.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script02_2_M007.wav,Are we talking about the same thing?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro04_M009.wav,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01M_script02_2_M022.wav,"Wait a minute, I've got it.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_impro03_M050.wav,I'm a monster in bed.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_script01_2_F007.wav,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",angry,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro04_F023.wav,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_impro07_F011.wav,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you...",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro08_F021.wav,"Oh that'll be great 'cause I could just get a new number, would that be okay because that way I don't have to worry about it happening again?",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script01_1_F005.wav,He cried hard?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_script02_2_M024.wav,Do you want me to get some champagne?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro01_M012.wav,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro01_M000.wav,"Yes, I'm um- just getting my I.D.  I need a new I.D.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script03_2_M039.wav,"Amanda, listen.",angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_script03_1_M018.wav,"Yes, yes, with all his might.",excited,train,positive,AbstractTTS/IEMOCAP
Ses05M_script02_2_M017.wav,"Okay.  All right No problem.  I totally understand. okey  um, listen.  Do you want to dance?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro06_M018.wav,"Cool, Well, If you want me to go with you, I will.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_impro03_F023.wav,Thank you. Thank you so much.,happy,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro06_M014.wav,Of course not.  You have no idea what it's like to lose a kid.,sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro01_M024.wav,"I work in this fucking building all day. And I'm sick of it, okay?",angry,train,negative,AbstractTTS/IEMOCAP
Ses04M_impro04_F011.wav,It's my fault 'cause you didn't do what I told you to?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_script02_2_F020.wav,No.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_1_M008.wav,"Being dishonest with him, that kind of thing always pays off and now it's paying off.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro06_M002.wav,I'm sorry to hear about that.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro03_M002.wav,Shut up.,surprise,train,,AbstractTTS/IEMOCAP
Ses05M_impro04_M038.wav,I like to think so.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_script01_1_F031.wav,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_3_M038.wav,"And if you're not, then it's all just loot and it's got blood on it, and I don't want any of it!  And, I guess that included you.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro05_M009.wav,My bag from Atlanta.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_M024.wav,"Yeah, I know.  That's right. Yeah, yeah. Because I live in LA.",excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro01_M026.wav,I'm sorry she's--these people they just want to get their license--,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_1_M014.wav,"Sit down, mom.  I want to talk to you.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script02_1_F004.wav,You kept saying my flashlight as if it somehow is just yours.  How's that supposed to make me feel?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_1_M000.wav,He saw it.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01M_script02_2_M010.wav,"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_script02_2_M006.wav,"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script01_2_M014.wav,Calm yourself.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_2_F034.wav,This what? What is this? This is nothing.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro08a_F002.wav,"and I need assistance with my...not only is my work phone, it's my home phone and look,",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_3_M013.wav,"You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything.",excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_script03_2_F038.wav,Very well.  If you insist on being a boorish and idiotic.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro07_M006.wav,oh-,excited,train,positive,AbstractTTS/IEMOCAP
Ses05M_script03_2_F034.wav,Very well.  If you have to be boorish and idiotic.,angry,train,negative,AbstractTTS/IEMOCAP
Ses04M_impro02_M003.wav,"It's -- look, it's only a year.  It'll go by quickly.  Okay.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script02_2_F014.wav,Twice is every year we've tried that's ever.,angry,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro03_F001.wav,What?,excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_script02_2_F005.wav,"Well, I'm sorry, but it's still just fish to me.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_3_M029.wav,"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_script02_2_F043.wav,No. No. I think you might be right. I think this may be the spot after all.,excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script03_1_M014.wav,flippancy brings out the acid in their damned sweetness in light.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro07_M001.wav,"Shut up.  What'd you get, where'd you get accepted to? please",excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script01_1_M032.wav,I'll leave.  I'll get married and move somewhere else maybe New York.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro02_F015.wav,Last month--  Yeah.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro03_M014.wav,"I know, so",happy,train,positive,AbstractTTS/IEMOCAP
Ses01F_script03_1_M008.wav,What shall we do if they suddenly walk in on us.[LAUGHTER],happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro05a_F001.wav,"Well, let me just check on that for you.  Where are you coming--?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script02_2_F007.wav,"For heaven sake, we're not going to see the grunions.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro02_F016.wav,"You don't know how to what?  You'll be fine. I mean, you're a great parent. I know.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro02_M014.wav,Honey.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_script03_2_M025.wav,"Hmm, I imagine you let him kiss you a good deal more then.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_2_M005.wav,Well so what.,angry,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_2_M010.wav,Look it's a nice day.  What are we arguing for?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script01_3_F026.wav,"And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that.",sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_script01_1_M012.wav,We've got to say it to him.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script01_3_F007.wav,"you've been acting kind of, well, you know.",sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_script02_1_F021.wav,About what?,sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_script02_2_M011.wav,What's bugging you then?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro06_M006.wav,He was supposed to be the best man at my wedding.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_script03_2_F005.wav,What of it?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script02_2_M039.wav,Yeah?,surprise,train,,AbstractTTS/IEMOCAP
Ses02F_script02_2_F016.wav,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro02_M023.wav,and we'll have that happy life.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro04_F037.wav,"I mean, anything.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script01_3_F001.wav,It's all right.  It's a good thing.  It's lovely here.  The air is sweet.,happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_script01_1_M002.wav,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,sad,train,negative,AbstractTTS/IEMOCAP
Ses01F_script02_2_M006.wav,"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script01_3_F026.wav,You still feel that way?,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro08_F000.wav,"Hi. Thank you so much, you're a real person, right, you're not like a recording?",excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script02_2_M011.wav,"God, I thought you wanted to see it.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_1_F013.wav,"If I laugh at everything, then I must laugh at us too.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_script02_2_M025.wav,Well what?  Want me to breath in your ear?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_script02_2_M017.wav,"Okay.  So I am putting out the pets, getting the car out of the garage.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_script01_3_M037.wav,I know Annie.  I'm gonna make a fortune for you.,excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro05_F015.wav,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_impro02_M000.wav,It's only going to be a year.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro04_F009.wav,I feel so worthless.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro01_F021.wav,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_script03_1_F025.wav,Charles.  That was his name.  He did wriggle so beautifully.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05M_script01_3_M011.wav,So he's gone forever then?  You sure?,excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script03_2_M020.wav,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_2_M018.wav,"Oh, as a matter of fact, that's perfectly true.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro05a_F028.wav,What is your name?,angry,train,negative,AbstractTTS/IEMOCAP
Ses02F_script02_1_M013.wav,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03F_impro01_M007.wav,You just take--all right.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro02_F014.wav,Maybe we can still do that,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_M073.wav,Yeah.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro06_M004.wav,It's the worst when they go like that. [GARBAGE] Was he young?,sad,train,negative,AbstractTTS/IEMOCAP
Ses01F_script01_1_M024.wav,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script02_2_F003.wav,It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_2_M008.wav,Look.  It's a nice day.  Why are we arguing?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script01_3_F002.wav,"No, not sorry, but I'm not going to stay.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_3_M001.wav,You're not sorry you came?,happy,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro06_F009.wav,And he could of...  He was pretty awesome,sad,train,negative,AbstractTTS/IEMOCAP
Ses04M_script01_3_M020.wav,Let's drive somewhere.  I want to be alone with you.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_impro06_M008.wav,What was her name?,sad,train,negative,AbstractTTS/IEMOCAP
Ses04M_impro08_M010.wav,All I can do for you right now is give you a hundred dollars.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_impro06_F004.wav,"It's going to be so rough, I'm sorry.",sad,train,negative,AbstractTTS/IEMOCAP
Ses01M_script01_3_F019.wav,"No, what is it?  Is your mother?",sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro03_F051.wav,[LAUGHTER] That's more than I needed to know.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_script02_1_M039.wav,They are swimming right now.  They are swimming as if that is the only thing that matters to them.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_impro07_M028.wav,"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",excited,train,positive,AbstractTTS/IEMOCAP
Ses05M_impro05_M009.wav,"You know, this is actually, I mean it's -- it's a really important piece of luggage.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_script01_1_M040.wav,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script02_2_F009.wav,"Twice is every time we've tried, that's ever",angry,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro06_F021.wav,"It's weird, I kind of feel like part of me is gone now, you know?",sad,train,negative,AbstractTTS/IEMOCAP
