clip_id,source_batch,question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,is_labelled,duration_s
A_712_neutral_neutral,corpusA_1200,Set methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_712_neutral_neutral.wav,"You can reduce stress by practicing mindfulness, exercising regularly, and prioritizing adequate sleep.",,False,6.2
A_713_neutral_neutral,corpusA_1200,Explain ways to improve sleep quality?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_713_neutral_neutral.wav,"Maintain a consistent sleep schedule and create a relaxing, dark, and cool sleeping environment.",,False,5.400625
A_714_neutral_neutral,corpusA_1200,Set the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_714_neutral_neutral.wav,Recent AI advancements feature powerful large language models and highly sophisticated generative image creators.,,False,5.920625
A_715_neutral_neutral,corpusA_1200,Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_715_neutral_neutral.wav,"Python, JavaScript, Java, and C++ are widely used.",,False,3.800625
A_716_neutral_neutral,corpusA_1200,Explain ways to improve sleep quality?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_716_neutral_neutral.wav,Establish a consistent sleep schedule and create a relaxing bedtime routine to improve your rest.,,False,5.54
A_717_neutral_neutral,corpusA_1200,Tell me about photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_717_neutral_neutral.wav,"Photosynthesis is the process plants use to create food from sunlight, water, and carbon dioxide.",,False,5.530625
A_718_neutral_neutral,corpusA_1200,Give me sports updates.,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_718_neutral_neutral.wav,I cannot provide current sports updates without knowing which teams or leagues you are interested in.,,False,4.940625
A_719_neutral_neutral,corpusA_1200,Explain the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_719_neutral_neutral.wav,"Regular exercise boosts heart health, improves mood, and significantly increases your energy levels.",,False,5.1
A_720_neutral_neutral,corpusA_1200,Set ways to improve sleep quality?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_720_neutral_neutral.wav,"Maintain a consistent sleep schedule, create a relaxing bedtime routine, and avoid screens before bed.",,False,5.48
A_721_neutral_neutral,corpusA_1200,Can you methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_721_neutral_neutral.wav,"Try deep breathing exercises, mindfulness meditation, or engaging in physical activity to effectively reduce stress.",,False,6.43
A_722_neutral_neutral,corpusA_1200,What are photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_722_neutral_neutral.wav,"Photosynthesis is the process plants use to create food from sunlight, water, and carbon dioxide.",,False,5.51
A_723_neutral_neutral,corpusA_1200,Explain how to bake a cake?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_723_neutral_neutral.wav,"Mix the dry and wet ingredients separately, combine them, then bake in a preheated oven until a toothpick comes out clean.",,False,6.9
A_724_neutral_neutral,corpusA_1200,How do I popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_724_neutral_neutral.wav,"You can start by exploring free online resources like tutorials, coding bootcamps, or official documentation.",,False,6.44
A_725_neutral_neutral,corpusA_1200,What is the advantages of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_725_neutral_neutral.wav,"Renewable energy produces fewer greenhouse gases, reducing pollution and combating climate change.",,False,5.39
A_726_neutral_neutral,corpusA_1200,Explain methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_726_neutral_neutral.wav,"Effective stress reduction methods include regular exercise, practicing mindfulness, ensuring adequate sleep, and maintaining a healthy diet.",,False,7.45
A_727_neutral_neutral,corpusA_1200,What are the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_727_neutral_neutral.wav,"Recent AI advancements include powerful multimodal models that understand text, images, and audio, alongside major progress in generative video.",,False,8.960625
A_728_neutral_neutral,corpusA_1200,What are steps to learn a new language?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_728_neutral_neutral.wav,"Regular practice, immersion, and building vocabulary and grammar basics are key steps.",,False,5.4
A_729_neutral_neutral,corpusA_1200,Can you the advantages of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_729_neutral_neutral.wav,"Renewable energy lessens pollution, fights climate change, and provides sustainable power sources for the future.",,False,5.520625
A_730_neutral_neutral,corpusA_1200,Tell me about photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_730_neutral_neutral.wav,Photosynthesis is the process plants use to convert sunlight into energy.,,False,3.61
A_731_neutral_neutral,corpusA_1200,Help me with the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_731_neutral_neutral.wav,"Recent AI advancements include larger language models, multimodal capabilities, and more autonomous systems.",,False,6.370625
A_732_neutral_neutral,corpusA_1200,Tell me about gardening tips?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_732_neutral_neutral.wav,"Focus on watering deeply and consistently, ensuring your soil has good drainage, and matching plants to their ideal sunlight conditions.",,False,8.2
A_733_neutral_neutral,corpusA_1200,How do I the history of the Eiffel Tower?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_733_neutral_neutral.wav,You can start by searching online for summaries of its construction and purpose.,,False,4.3
A_734_neutral_neutral,corpusA_1200,Describe examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_734_neutral_neutral.wav,"Renewable energy sources include solar, wind, hydro, geothermal, and biomass power.",,False,5.68
A_735_neutral_neutral,corpusA_1200,Play the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_735_neutral_neutral.wav,"Regular exercise improves cardiovascular health, boosts mood, and helps manage weight.",,False,4.240625
A_736_neutral_neutral,corpusA_1200,What are the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_736_neutral_neutral.wav,"Regular exercise strengthens your heart, improves mood, and boosts energy levels.",,False,4.89
A_737_neutral_neutral,corpusA_1200,Set photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_737_neutral_neutral.wav,Photosynthesis is the process plants use to create energy from sunlight.,,False,4.38
A_738_neutral_neutral,corpusA_1200,Explain the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_738_neutral_neutral.wav,Gravity is the universal force of attraction between all objects with mass.,,False,4.72
A_739_neutral_neutral,corpusA_1200,What are tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_739_neutral_neutral.wav,"Reduce waste, conserve energy, and choose reusable products to live more sustainably.",,False,5.17
A_740_neutral_neutral,corpusA_1200,Can you photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_740_neutral_neutral.wav,"No, as an AI, I cannot perform photosynthesis.",,False,3.470625
A_741_neutral_neutral,corpusA_1200,Tell me about methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_741_neutral_neutral.wav,"Common methods to reduce stress include exercise, practicing mindfulness, and ensuring you get adequate sleep.",,False,6.22
A_742_neutral_neutral,corpusA_1200,What is popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_742_neutral_neutral.wav,"Python, JavaScript, and Java are currently among the most popular programming languages.",,False,4.55
A_743_neutral_neutral,corpusA_1200,Set the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_743_neutral_neutral.wav,"Regular exercise improves cardiovascular health, boosts mood, and helps manage weight.",,False,6.1600625
A_744_neutral_neutral,corpusA_1200,What's the square root of 81?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_744_neutral_neutral.wav,The square root of 81 is 9.,,False,2.02
A_745_neutral_neutral,corpusA_1200,What's the largest species of shark?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_745_neutral_neutral.wav,The whale shark is the largest species of shark.,,False,3.080625
A_746_neutral_neutral,corpusA_1200,Explain the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_746_neutral_neutral.wav,Steep tea leaves in hot water until the desired flavor is achieved.,,False,3.77
A_747_neutral_neutral,corpusA_1200,Describe tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_747_neutral_neutral.wav,"Focus on reducing waste, using less energy, and making mindful choices about what you consume.",,False,5.53
A_748_neutral_neutral,corpusA_1200,What are a joke?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_748_neutral_neutral.wav,A joke is a short story or phrase told to provoke laughter.,,False,3.150625
A_749_neutral_neutral,corpusA_1200,Help me with how to tie a tie?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_749_neutral_neutral.wav,"Create a loop, wrap the tie around, and pull it up and through the knot.",,False,3.84
A_750_neutral_neutral,corpusA_1200,Can you the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_750_neutral_neutral.wav,"Major AI advancements include large language models, image generation systems, and improved autonomous capabilities.",,False,7.000625
A_751_neutral_neutral,corpusA_1200,How do I photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_751_neutral_neutral.wav,"Photosynthesis is the process plants use to convert sunlight, water, and carbon dioxide into food.",,False,6.110625
A_752_neutral_neutral,corpusA_1200,Set the history of the Eiffel Tower?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_752_neutral_neutral.wav,"Built for the 1889 World's Fair by Gustave Eiffel, it evolved from a temporary exhibit into an iconic global symbol.",,False,7.36
A_753_neutral_neutral,corpusA_1200,Set healthy meal ideas?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_753_neutral_neutral.wav,Grilled chicken salad with vegetables or lentil soup are healthy meal options. This is not medical advice or a diagnosis; see a healthcare professional for specific dietary needs.,,False,9.76
A_754_neutral_neutral,corpusA_1200,Describe the history of the Eiffel Tower?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_754_neutral_neutral.wav,"Built for the 1889 World's Fair, the Eiffel Tower was designed by Gustave Eiffel as a temporary exhibit but became an enduring global symbol of Paris. and the world's tallest structure at the time.",,False,3.91
A_755_neutral_neutral,corpusA_1200,Play examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_755_neutral_neutral.wav,Examples of renewable,,False,5.84
A_756_neutral_neutral,corpusA_1200,What's the longest river in Africa?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_756_neutral_neutral.wav,The Nile River is the longest river in Africa.,,False,2.98
A_757_neutral_neutral,corpusA_1200,How long until noon?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_757_neutral_neutral.wav,That depends entirely on your current time zone.,,False,2.760625
A_758_neutral_neutral,corpusA_1200,Set the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_758_neutral_neutral.wav,"Recent AI advances spotlight larger, multimodal models and improved agentic capabilities for complex tasks.",,False,6.340625
A_759_neutral_neutral,corpusA_1200,Explain motivational quotes?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_759_neutral_neutral.wav,"They provide brief, impactful encouragement to inspire positive action and perspectives.",,False,5.25
A_760_neutral_neutral,corpusA_1200,What are steps to learn a new language?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_760_neutral_neutral.wav,"Practice consistently, immerse yourself in the culture, and focus on practical conversation skills.",,False,5.12
A_761_neutral_neutral,corpusA_1200,What's the process by which water changes from liquid to gas?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_761_neutral_neutral.wav,That process is called evaporation.,,False,2.4
A_762_neutral_neutral,corpusA_1200,Order some batteries.,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_762_neutral_neutral.wav,"I cannot place orders, but I can help find them online for you.",,False,3.85
A_763_neutral_neutral,corpusA_1200,Help me with examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_763_neutral_neutral.wav,"Renewable energy examples include solar, wind, hydro, geothermal, and biomass power.",,False,5.71
A_764_neutral_neutral,corpusA_1200,How do I methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_764_neutral_neutral.wav,"Effective methods include regular exercise, practicing mindfulness or meditation, and ensuring you get enough sleep.",,False,6.62
A_765_neutral_neutral,corpusA_1200,Help me with examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_765_neutral_neutral.wav,"Renewable energy examples include solar, wind, hydro, and geothermal power.",,False,5.160625
A_766_neutral_neutral,corpusA_1200,Tell me about the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_766_neutral_neutral.wav,"Recent AI advancements include powerful multimodal models that understand text, images, and audio, alongside major gains in specialized reasoning tasks.",,False,9.36
A_767_neutral_neutral,corpusA_1200,Play motivational quotes?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_767_neutral_neutral.wav,"I can't play audio directly, but I can give you some motivational quotes if you'd like.",,False,4.25
A_768_neutral_neutral,corpusA_1200,What is how to bake a cake?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_768_neutral_neutral.wav,"Combine your ingredients, pour the batter into a pan, and bake it in the oven until done.",,False,4.880625
A_769_neutral_neutral,corpusA_1200,Play the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_769_neutral_neutral.wav,Gravity is the universal force of attraction between any two objects with mass.,,False,5.19
A_770_neutral_neutral,corpusA_1200,Play the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_770_neutral_neutral.wav,"Regular exercise improves cardiovascular health, boosts mood, and helps manage weight.",,False,5.000625
A_771_neutral_neutral,corpusA_1200,What's the meaning of 'bonjour'?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_771_neutral_neutral.wav,'Bonjour' is the standard French greeting for 'good morning' or 'hello'.,,False,4.12
A_772_neutral_neutral,corpusA_1200,What are a joke?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_772_neutral_neutral.wav,A joke is a short story or phrase designed to be humorous and evoke laughter.,,False,4.54
A_773_neutral_neutral,corpusA_1200,What's the function of the pancreas?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_773_neutral_neutral.wav,The pancreas produces digestive enzymes and regulates blood sugar by releasing hormones like insulin.,,False,5.560625
A_774_neutral_neutral,corpusA_1200,What is popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_774_neutral_neutral.wav,"Popular programming languages include Python, JavaScript, Java, and C++.",,False,4.8
A_775_neutral_neutral,corpusA_1200,How do I a joke?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_775_neutral_neutral.wav,A simple way to tell a joke is to deliver a setup with a surprise punchline.,,False,2.89
A_776_neutral_neutral,corpusA_1200,What is ways to improve sleep quality?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_776_neutral_neutral.wav,Establish a consistent sleep schedule and create a relaxing bedtime routine for better sleep.,,False,4.83
A_777_neutral_neutral,corpusA_1200,Play healthy meal ideas?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_777_neutral_neutral.wav,Focus on grilled chicken with roasted vegetables or a quinoa salad with chickpeas.,,False,4.91
A_778_neutral_neutral,corpusA_1200,Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_778_neutral_neutral.wav,"Python, JavaScript, Java, and C++ are among the most popular languages.",,False,4.99
A_779_neutral_neutral,corpusA_1200,Help me with tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_779_neutral_neutral.wav,"Focus on reducing waste, consuming less energy, and choosing reusable or sustainably sourced products.",,False,6.08
A_780_neutral_neutral,corpusA_1200,Tell me about the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_780_neutral_neutral.wav,Gravity is the universal force of attraction between all objects with mass.,,False,4.72
A_781_neutral_neutral,corpusA_1200,Set popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_781_neutral_neutral.wav,"Some popular languages are Python, Java, and JavaScript.",,False,3.660625
A_782_neutral_neutral,corpusA_1200,What is photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_782_neutral_neutral.wav,"Photosynthesis is the process plants use to create food from sunlight, water, and carbon dioxide.",,False,5.02
A_783_neutral_neutral,corpusA_1200,What is the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_783_neutral_neutral.wav,Gravity is the fundamental force that causes objects with mass or energy to attract each other.,,False,5.04
A_784_neutral_neutral,corpusA_1200,Tell me about popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_784_neutral_neutral.wav,"Popular programming languages include Python, JavaScript, and Java, chosen for their versatility and widespread use.",,False,6.94
A_785_neutral_neutral,corpusA_1200,Describe the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_785_neutral_neutral.wav,Gravity is the universal force of attraction between all objects possessing mass or energy.,,False,5.16
A_786_neutral_neutral,corpusA_1200,Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_786_neutral_neutral.wav,"Python, JavaScript, Java, and C++ are among the most popular.",,False,3.93
A_787_neutral_neutral,corpusA_1200,What are my saved addresses?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_787_neutral_neutral.wav,"I do not have access to your saved information, like your addresses.",,False,3.9
A_788_neutral_neutral,corpusA_1200,Tell me about the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_788_neutral_neutral.wav,Steep tea leaves or a tea bag in hot water for a few minutes until the desired strength is achieved.,,False,5.7
A_789_neutral_neutral,corpusA_1200,Explain popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_789_neutral_neutral.wav,"Popular programming languages include Python for versatility, JavaScript for web development, and Java for building enterprise applications.",,False,6.43
A_790_neutral_neutral,corpusA_1200,Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_790_neutral_neutral.wav,"Python, Java, and JavaScript are very popular.",,False,2.880625
A_791_neutral_neutral,corpusA_1200,Explain the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_791_neutral_neutral.wav,"Regular exercise strengthens your body, improves your mood, and boosts overall health.",,False,4.89
A_792_neutral_neutral,corpusA_1200,What is tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_792_neutral_neutral.wav,"Reduce waste, save energy, and choose eco-friendly products for sustainable living.",,False,4.740625
A_793_neutral_neutral,corpusA_1200,What's the most widely consumed drink in the world after water?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_793_neutral_neutral.wav,Tea is the most widely consumed drink in the world after water.,,False,3.51
A_794_neutral_neutral,corpusA_1200,What is examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_794_neutral_neutral.wav,"Solar, wind, hydro, and geothermal are common examples.",,False,3.850625
A_795_neutral_neutral,corpusA_1200,What is the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_795_neutral_neutral.wav,"Steep tea leaves in hot water for a few minutes, then remove them and enjoy.",,False,4.080625
A_796_neutral_neutral,corpusA_1200,How do I the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_796_neutral_neutral.wav,"Regular exercise boosts energy, improves mood, and reduces health risks. Is there a specific area you're interested in?",,False,7.77
A_797_neutral_neutral,corpusA_1200,What is steps to learn a new language?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_797_neutral_neutral.wav,"Immerse yourself daily, practice speaking and listening constantly, and master core vocabulary and grammar fundamentals.",,False,6.510625
A_798_neutral_neutral,corpusA_1200,Tell me about the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_798_neutral_neutral.wav,Steep tea leaves in hot water until the desired strength is achieved.,,False,3.7
A_799_neutral_neutral,corpusA_1200,Explain the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_799_neutral_neutral.wav,"Regular exercise boosts cardiovascular health, improves mood, and helps manage weight effectively.",,False,5.720625
A_800_neutral_neutral,corpusA_1200,Help me with the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_800_neutral_neutral.wav,Gravity is the universal force of attraction that pulls objects with mass or energy toward each other.,,False,5.88
A_801_angry_negative,corpusA_1200,Can you how to tie a tie?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_801_angry_negative.wav,"You start by crossing the wide end over the narrow end, then pull it up through the loop, down across the front, and back up through the loop again to tighten. Is that clear?",neutral,True,9.75
A_802_angry_negative,corpusA_1200,Tell me about a joke?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_802_angry_negative.wav,"I'm here to help, but if you're angry, maybe we can talk about that first?",neutral,True,4.3
A_803_angry_negative,corpusA_1200,Can you ways to improve sleep quality?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_803_angry_negative.wav,Establishing a consistent sleep schedule and optimizing your room environment for darkness and quiet can greatly improve sleep quality.,neutral,True,7.04
A_804_angry_negative,corpusA_1200,What's the hottest desert in the world?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_804_angry_negative.wav,The Lut Desert in Iran is considered the hottest in the world.,neutral,True,3.55
A_805_angry_negative,corpusA_1200,Describe ways to improve sleep quality?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_805_angry_negative.wav,"Establish a consistent sleep schedule, create a restful environment, and avoid caffeine before bed.",neutral,True,5.78
A_806_angry_negative,corpusA_1200,Tell me about tips for sustainable living?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_806_angry_negative.wav,"Focus on reducing consumption, reusing what you can, and recycling whenever possible.",neutral,True,5.39
A_807_angry_negative,corpusA_1200,Tell me about motivational quotes?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_807_angry_negative.wav,Motivational quotes are short sayings that aim to inspire or encourage you when things get tough.,neutral,True,5.53
A_808_angry_negative,corpusA_1200,Describe the history of Rome?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_808_angry_negative.wav,Rome grew from a small village to a massive empire that shaped Western civilization.,neutral,True,5.16
A_809_angry_negative,corpusA_1200,Help me with the advantages of renewable energy?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_809_angry_negative.wav,"Renewable energy offers reduced pollution, lower recurring costs, and long-term sustainability.",neutral,True,5.53
A_810_angry_negative,corpusA_1200,What is the latest advancements in AI?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_810_angry_negative.wav,The latest AI advancements involve powerful language models and creative image generators.,positive,True,5.83
A_811_angry_negative,corpusA_1200,Help me with how to tie a tie?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_811_angry_negative.wav,"Start with the wide end longer, then drop it over top and pull it through.",positive,True,3.48
A_812_angry_negative,corpusA_1200,Play the process of making tea?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_812_angry_negative.wav,"Boil water, steep tea leaves, then remove them.",positive,True,3.6800625
A_813_angry_negative,corpusA_1200,Can you photosynthesis?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_813_angry_negative.wav,"No, I cannot perform photosynthesis.",negative,True,3.52
A_814_angry_negative,corpusA_1200,Tell me about the history of the Eiffel Tower?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_814_angry_negative.wav,"Built for the 1889 World's Fair in Paris, it was designed by Gustave Eiffel to display France's technical power.",neutral,True,6.92
A_815_angry_negative,corpusA_1200,Explain popular programming languages?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_815_angry_negative.wav,"Popular programming languages like Python, Java, and JavaScript are used to build websites, apps, and software. What do you want to know about them?",positive,True,7.560625
A_816_angry_negative,corpusA_1200,How much water should I drink daily?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_816_angry_negative.wav,You should generally aim for about eight glasses of water a day.,neutral,True,3.04
A_817_angry_negative,corpusA_1200,Can you methods to reduce stress?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/A_817_angry_negative.wav,"Regular exercise, practicing mindfulness, and ensuring you get enough sleep are effective ways to lower stress.",positive,True,6.48
